num|sum|
2300002452998|2000|
2300002453346|2000|
2300002453384|2000|
2300002453483|2000|
2300002453667|2000|
2300002453919|2000|
2300002453964|2000|
2300002453988|2000|
2300002453995|2000|
2300002454039|2000|
2300002454121|2000|
2300002454251|2000|
2300002454350|2000|
2300002454589|2000|
2300002454749|2000|
2300002454770|2000|
2300002454817|2000|
3100000205126|2000|
3100000205218|2000|
3100000205249|2000|
3100000205362|2000|
3100000205607|2000|
3100000205690|2000|
3100000205775|2000|
3100000205874|2000|
3100000205928|2000|
3100000205935|2000|
3100000206017|2000|
3100000206222|2000|
3100000206239|2000|
3100000206246|2000|
3100000206253|2000|
3100000206376|2000|
3100000206390|2000|
3100000206406|2000|
3100000206413|2000|
3100000206529|2000|
3100000206680|2000|
3100000206734|2000|
3100000206741|2000|
3100000206758|2000|
3100000206765|2000|
3100000206857|2000|
3100000206871|2000|
3100000206925|2000|
3100000207052|2000|
3100000207069|2000|
3100000207076|2000|
3100000207083|2000|
3100000207205|2000|
3100000207298|2000|
3100000208318|2000|
3100000208387|2000|
3000000004074|3000|
3000000004371|3000|
3000000004708|3000|
3000000004760|3000|
3000000011508|3000|
3000000011584|3000|
3000000011744|3000|
3000000011812|3000|
3000000011843|3000|
3000000012840|3000|
3000000012895|3000|
3000000106150|3000|
3000000106174|3000|
3000000106204|3000|
3000000106358|3000|
3000000106617|3000|
3000000106631|3000|
3000000106785|3000|
3000000107089|3000|
3000000107096|3000|
3000000107201|3000|
3000000107362|3000|
3000000107652|3000|
3000000107676|3000|
3000000107720|3000|
3000000107737|3000|
3000000107768|3000|
3000000107812|3000|
3000000107836|3000|
3000000108338|3000|
2300000114553|3000|
2300000114591|3000|
2300000114744|3000|
2300000114911|3000|
2300000114942|3000|
2300000114980|3000|
2300000115031|3000|
2300000115161|3000|
2300000115383|3000|
2300000115406|3000|
2300000115987|3000|
2300000116274|3000|
2300000116281|3000|
2300000116298|3000|
2300000116380|3000|
2300002500033|3000|
2300002500194|3000|
2300002500200|3000|
2300002500224|3000|
2300002500293|3000|
2300002500354|3000|
2300002500675|3000|
2300002500743|3000|
2300002500781|3000|
2300002500927|3000|
2300002500965|3000|
2300002501030|3000|
2300002501405|3000|
2300002501559|3000|
2300002501566|3000|
2300002501580|3000|
2300002501641|3000|
2300002501665|3000|
2300002501672|3000|
2300002501740|3000|
2300002501849|3000|
2300002501894|3000|
2300002501955|3000|
2300002501962|3000|
2300002501993|3000|
2300002502303|3000|
2300002502327|3000|
2300002502358|3000|
2300002502433|3000|
2300002502495|3000|
2300002502600|3000|
2300002502624|3000|
2300002502648|3000|
2300002502662|3000|
2300002502686|3000|
2300002502761|3000|
2300002502815|3000|
2300002502860|3000|
2300002502891|3000|
2300002502976|3000|
2300002503003|3000|
2300002503072|3000|
2300002503102|3000|
2300002503225|3000|
2300002503294|3000|
2300002503331|3000|
2300002503348|3000|
2300002503430|3000|
2300002503492|3000|
2300002503614|3000|
2300002503713|3000|
2300002503744|3000|
2300002503843|3000|
2300002503850|3000|
2300002503997|3000|
2300002504017|3000|
2300002504031|3000|
2300002504055|3000|
2300002504079|3000|
2300002504291|3000|
2300025043616|3000|
2300025043630|3000|
2300025043760|3000|
2300025043906|3000|
2300025044019|3000|
2300025044071|3000|
2300025044095|3000|
2300025044217|3000|
3100000305024|3000|
3100000305086|3000|
3100000305161|3000|
3100000305178|3000|
3100000305185|3000|
3100000305239|3000|
3100000305277|3000|
3100000305291|3000|
3100000305369|3000|
3100000305406|3000|
3100000305512|3000|
3100000305529|3000|
3100000305574|3000|
3100000305628|3000|
3100000305642|3000|
3100000305666|3000|
3100000305673|3000|
3100000305697|3000|
3100000305741|3000|
3100000305789|3000|
3100000305796|3000|
3100000305802|3000|
3100000305888|3000|
3100000305895|3000|
3100000305932|3000|
3100000305963|3000|
3100000305970|3000|
3100000306021|3000|
3100000306038|3000|
3100000306076|3000|
3100000306083|3000|
3100000306090|3000|
3100000306113|3000|
3100000306144|3000|
3100000306182|3000|
3100000306281|3000|
3100000306298|3000|
3100000306328|3000|
3100000306380|3000|
3100000306403|3000|
3100000306434|3000|
3100000306458|3000|
3100000306472|3000|
3100000306496|3000|
3100000306502|3000|
3100000306533|3000|
3100000306595|3000|
3100000306625|3000|
3100000306632|3000|
3100000306656|3000|
3100000306663|3000|
3100000306670|3000|
3100000306687|3000|
3100000306717|3000|
3100000306724|3000|
3100000306731|3000|
3100000306748|3000|
3100000306779|3000|
3100000306816|3000|
3100000306847|3000|
3100000306854|3000|
3100000306953|3000|
3100000307035|3000|
3100000307103|3000|
3100000307110|3000|
3100000307134|3000|
3100000307189|3000|
3100000307196|3000|
3100000307219|3000|
3100000307240|3000|
3100000307257|3000|
3100000307295|3000|
3100000307332|3000|
3100000307356|3000|
3100000307363|3000|
3100000307370|3000|
3100000307394|3000|
3100000307400|3000|
3100000307691|3000|
3100000307943|3000|
3100000308018|3000|
3100000308070|3000|
3100000308254|3000|
3100000308261|3000|
3100000308469|3000|
3100000308506|3000|
3000000013618|5000|
3000000013854|5000|
3000000014509|5000|
3000000014660|5000|
3000000014790|5000|
3000000108574|5000|
3000000108895|5000|
3000000109618|5000|
3000000110348|5000|
3000000110669|5000|
3000000110874|5000|
3000000110904|5000|
3000000110997|5000|
2300000116885|5000|
2300000116892|5000|
2300000117110|5000|
2300000117448|5000|
2300000117561|5000|
2300000117592|5000|
2300000118025|5000|
2300000118278|5000|
2300002000007|5000|
2300002000151|5000|
2300002000205|5000|
2300002000212|5000|
2300002000366|5000|
2300002000526|5000|
2300002000830|5000|
2300002000915|5000|
2300002000953|5000|
2300002001233|5000|
2300002001257|5000|
2300002001448|5000|
2300002001509|5000|
2300002001516|5000|
2300002001523|5000|
2300002001554|5000|
2300002001585|5000|
2300002001646|5000|
2300002001745|5000|
2300002001868|5000|
2300002002179|5000|
2300002002346|5000|
2300002002681|5000|
2300002002834|5000|
2300002002988|5000|
2300002003145|5000|
2300002003206|5000|
2300002003343|5000|
2300002003442|5000|
2300002003664|5000|
2300002003688|5000|
2300002003879|5000|
2300002003909|5000|
2300002003916|5000|
2300002004067|5000|
2300002004166|5000|
2300002004180|5000|
2300002004302|5000|
2300002004371|5000|
2300002004388|5000|
2300002004494|5000|
2300002004678|5000|
2300002004821|5000|
2300002004838|5000|
2300002004845|5000|
2300002004968|5000|
3100000505028|5000|
3100000505035|5000|
3100000505059|5000|
3100000505080|5000|
3100000505097|5000|
3100000505110|5000|
3100000505189|5000|
3100000505196|5000|
3100000505202|5000|
3100000505325|5000|
3100000505370|5000|
3100000505394|5000|
3100000505431|5000|
3100000505455|5000|
3100000505486|5000|
3100000505509|5000|
3100000505523|5000|
3100000505530|5000|
3100000505547|5000|
3100000505561|5000|
3100000505691|5000|
3100000505707|5000|
3100000505837|5000|
3100000505851|5000|
3100000505875|5000|
3100000505912|5000|
3100000505929|5000|
3100000505974|5000|
3100000506018|5000|
3100000506056|5000|
3100000506087|5000|
3100000506094|5000|
3100000506100|5000|
3100000506230|5000|
3100000506261|5000|
3100000506346|5000|
3100000506353|5000|
3100000506452|5000|
3100000506490|5000|
3100000506520|5000|
3100000506537|5000|
3100000506544|5000|
3100000506605|5000|
3100000506636|5000|
3100000506681|5000|
3100000506704|5000|
3100000506773|5000|
3100000506865|5000|
3100000506889|5000|
3100000506902|5000|
3100000506926|5000|
3100000507121|5000|
3100000507138|5000|
3100000507183|5000|
3100000507282|5000|
3100000507305|5000|
3100000507329|5000|
3100000507336|5000|
3100000507343|5000|
3100000507350|5000|
3100000507367|5000|
3100000507374|5000|
3100000507510|5000|
3100000507657|5000|
3100000507855|5000|
3100000507916|5000|
3100000508050|5000|
3100000508265|5000|
3100000508364|5000|
3100000508371|5000|
3100000508388|5000|
3100000508449|5000|
3100000508463|5000|
3100000508470|5000|
3100000508517|5000|
3100000508586|5000|
3000000006719|7000|
3000000006887|7000|
3000000007266|7000|
3000000111024|7000|
3000000111291|7000|
2000010112241|7000|
2000010112470|7000|
2000010112579|7000|
2000010112623|7000|
2300002010679|7000|
2300002011102|7000|
2300002013595|7000|
2300002013649|7000|
2300002013915|7000|
2300002013939|7000|
2300002014011|7000|
2300002014028|7000|
2300002014158|7000|
2300002014523|7000|
2300002014646|7000|
2300002014691|7000|
2300002014776|7000|
3100000705169|7000|
3100000705329|7000|
3100000705527|7000|
3100000705718|7000|
3100000705855|7000|
3100000706005|7000|
3100000706111|7000|
3100000706128|7000|
3100000706227|7000|
3100000706258|7000|
3100000706272|7000|
3100000706296|7000|
3100000706623|7000|
3100000706630|7000|
3100000706647|7000|
3100000706685|7000|
3100000706821|7000|
3100000707361|7000|
2000010111701|10000|
2000010111763|10000|
2300002020142|10000|
2300002020340|10000|
2300002021095|10000|
2300002021255|10000|
2300002021552|10000|
2300002021781|10000|
2300002021835|10000|
2300002022535|10000|
2300002022559|10000|
2300002022566|10000|
2300002022924|10000|
2300002022931|10000|
2300002022986|10000|
2300002023570|10000|
2300002023877|10000|
2300002024362|10000|
2300002024454|10000|
2300002024492|10000|
2300002024638|10000|
3100001005121|10000|
3100001005190|10000|
3100001005657|10000|
3100001005718|10000|
3100001005749|10000|
3100001005763|10000|
3100001005794|10000|
3100001005978|10000|
3100001006074|10000|
3100001006098|10000|
3100001006104|10000|
3100001006210|10000|
3100001006227|10000|
3100001006289|10000|
3100001006296|10000|
3100001006463|10000|
3100001006531|10000|
3100001006548|10000|
3100001006647|10000|
3100001006692|10000|
3100001006708|10000|
3100001006715|10000|
3100001006722|10000|
3100001006814|10000|
3100001006821|10000|
3100001006838|10000|
3100001006845|10000|
3100001006951|10000|
3100001006975|10000|
3100001007002|10000|
3100001007071|10000|
3100001007125|10000|
3100001007149|10000|
3100001007316|10000|
3100001007408|10000|
3100001008054|10000|
3100001008252|10000|
